name,status,type,origin_year,origin_place,views,videos,photos,comments
835,2,72,92,672,3251,6,0,1
808,2,22,87,1076,20708,1,32,43
1851,2,84,97,352,19501,7,90,55
812,0,32,95,1379,440561,0,88,51
529,2,7,19,590,3476,6,6,2
3601,0,69,100,565,117488,1,118,25
3350,0,33,100,1421,381322,18,1078,87
308,0,17,100,1477,201155,7,14,25
2378,2,44,100,1361,56658,5,36,334
846,0,33,99,1350,205655,0,103,28
2927,2,79,55,323,7502,13,11,10
3468,2,18,83,432,65759,8,117,15
3486,2,14,33,1382,37707,4,23,35
3388,2,44,100,1361,39396,0,13,55
2758,2,86,100,596,43211,1,0,7
1293,2,64,94,718,145051,10,20,50
1820,2,5,95,1487,32020,3,118,26
216,2,79,100,1477,28502,25,3,21
2817,2,84,99,1465,8900,13,76,7
3435,2,79,100,1477,4155,2,0,1
1862,2,79,85,44,65932,6,23,27
1771,2,63,57,239,36289,11,40,95
56,2,45,100,1361,55793,1,8,192
1058,2,83,46,474,24747,3,11,99
3455,2,33,95,1385,60937,3,31,44
232,0,81,106,1372,166246,76,139,570
1750,2,66,106,1385,19932,2,6,85
3639,0,86,100,1406,400307,18,26,36
2060,2,84,99,1102,30946,14,109,9
1831,2,44,100,1361,31963,3,50,228
2338,0,33,99,1350,393426,0,73,31
950,2,59,99,596,14450,0,4,63
1045,2,72,100,1477,58124,25,0,23
1300,2,69,100,512,38541,2,9,16
2866,2,84,87,1100,3101,2,41,4
3057,2,18,88,189,17461,0,9,20
3373,2,59,91,1477,6448,22,0,9
1638,2,34,100,1129,40699,0,120,53
2972,0,18,100,1129,101428,8,723,80
1301,2,18,99,343,26378,0,10,26
1856,2,72,97,1477,122475,4,0,9
2235,0,44,100,1361,678054,21,114,55
3755,2,75,100,1350,38300,0,21,33
576,0,79,91,1477,197773,7,1,15
3538,2,64,83,1157,26196,0,9,16
1869,0,68,100,44,52504,0,4,150
2725,0,79,99,582,179923,19,2,10
2958,0,79,95,97,311433,46,8,76
3290,2,33,81,646,92175,4,94,10
2389,2,4,100,1009,19293,0,13,9
2450,2,2,80,1222,69610,42,59,63
350,2,78,86,144,28701,9,6,169
3500,0,33,93,1069,69703,2,20,58
1720,2,59,97,1477,32525,4,3,34
2565,2,84,94,1001,2394,0,44,16
344,2,18,99,7,65151,0,64,108
3301,2,74,99,1406,24334,13,0,20
1754,0,79,94,1477,800304,58,101,135
354,2,5,97,1489,13529,2,23,21
1489,2,83,74,152,23835,23,1,18
3281,0,33,101,537,1080276,9,183,169
2970,2,33,98,533,39804,0,58,13
704,0,74,93,44,174329,1,17,155
2564,2,2,100,737,32542,2,22,178
1319,2,61,89,496,12593,0,23,24
2188,2,6,100,574,14248,2,3,41
1661,2,33,95,869,47371,0,27,29
1161,2,12,100,641,9687,0,6,20
123,2,44,100,1361,15030,0,7,23
642,2,18,75,424,18472,5,68,11
856,2,72,100,596,17028,2,0,6
1905,2,18,71,1266,14428,2,106,44
633,0,33,94,458,72871,0,59,20
408,2,18,99,455,26749,1,86,38
1815,2,61,100,1009,35428,1,19,24
1711,2,1,88,1221,2179,0,0,0
436,0,2,106,709,36268,0,52,17
1723,0,17,99,44,36186,3,6,12
1217,2,18,99,455,59884,5,401,144
2965,0,18,100,455,86515,0,121,122
594,2,22,40,615,41131,9,26,81
651,2,58,97,1556,6840,9,1,2
738,0,33,92,1108,96985,1,48,13
1290,0,17,77,1424,71743,2,31,18
459,0,5,73,695,228434,51,568,323
460,2,84,100,1159,40975,20,39,39
974,2,17,106,804,82076,1,46,24
314,2,53,83,102,79122,14,136,604
3655,2,37,57,257,13080,9,21,33
2703,2,79,106,785,152128,31,3,6
885,2,84,81,1218,6441,7,74,9
3487,0,69,98,1477,277429,5,49,75
1964,0,79,99,624,1170453,9,95,557
927,2,55,58,915,1740,0,0,5
2198,0,17,99,1477,617743,18,10,44
256,0,17,90,1385,338058,70,40,176
3718,2,6,98,1385,21461,1,66,32
681,2,27,99,942,27719,1,1,23
3429,2,6,94,1540,46726,24,50,71
1073,0,17,92,1477,258320,2,3,42
1632,2,16,96,75,7088,17,0,2
3159,2,56,90,335,10617,0,4,36
1155,2,47,97,222,94965,0,127,14
1266,0,18,87,974,180813,2,1049,196
2267,0,69,93,1280,242523,18,6,18
1040,2,45,99,1477,33058,3,3,66
338,2,45,99,1009,32303,0,0,37
136,2,25,58,1422,18322,1,6,91
3345,0,86,99,78,117706,22,50,116
2022,2,58,92,1556,1300,4,1,5
1458,2,58,92,1556,4287,2,1,2
3793,2,58,93,1556,866,2,1,1
1779,2,58,92,1556,2578,0,1,0
1306,2,58,93,1556,879,0,1,0
2692,2,58,92,1556,4842,0,1,0
378,2,58,92,1556,1243,0,1,1
3316,2,1,86,1382,25825,12,4,11
3129,2,37,28,1385,12426,3,33,22
1127,2,74,88,1385,35418,3,4,13
3199,0,72,96,926,80602,13,70,114
2186,2,79,82,1320,14333,1,0,2
3180,0,83,46,67,81425,8,24,81
1738,0,63,106,1385,174253,2,39,56
3214,2,37,106,1385,16434,1,23,6
1841,2,58,97,1556,1528,42,1,0
1118,0,58,106,1385,79834,83,2,8
393,2,58,92,1556,7990,17,1,11
153,0,29,96,297,85234,11,4,100
2375,2,82,98,877,11889,2,22,4
746,2,59,99,1477,20134,0,2,57
2468,2,39,99,596,22106,0,12,21
1237,0,45,99,1477,1915405,17,40,82
2390,2,47,99,1197,6727,0,46,27
3809,2,58,94,1556,7408,11,0,0
3341,0,69,92,905,65830,0,65,13
2921,2,5,89,136,8287,3,198,33
2144,2,22,96,824,8664,8,16,15
2041,0,18,99,1361,76014,7,173,264
2420,2,64,99,454,31058,4,9,40
2133,2,82,94,64,4714,0,40,8
796,2,84,84,1396,47494,74,171,43
2897,0,18,96,320,476226,8,163,55
2217,0,5,84,779,107295,20,761,135
919,2,37,95,1385,29460,3,50,13
3326,2,84,99,403,15672,8,42,90
881,2,8,93,1350,19148,0,57,33
3684,2,64,92,177,48897,0,6,29
3112,0,33,96,634,118323,0,69,29
2700,0,33,97,634,131992,0,87,25
270,2,82,96,429,9989,0,12,3
3513,2,18,85,772,222292,74,595,176
3582,0,17,96,1477,141909,2,31,21
3568,2,30,99,1406,33043,0,2,67
3666,0,19,80,912,613977,7,24,47
680,2,82,88,280,23151,0,16,8
395,2,37,70,1385,19701,21,91,47
2274,0,17,94,733,53619,0,47,61
2823,0,27,98,44,1653463,40,110,236
1906,2,78,88,1014,23084,0,15,23
593,2,82,82,1385,6976,1,10,7
1724,2,82,50,805,43770,32,19,46
3083,2,82,96,1385,7153,0,10,26
1223,0,45,89,856,204451,1,10,117
1365,2,6,94,1385,11359,2,10,9
1057,2,25,99,1361,5561,0,4,20
127,2,58,99,524,43489,0,99,20
1190,0,84,98,367,147283,31,74,342
214,2,2,87,1385,21286,18,30,43
2861,2,82,98,1385,9027,0,11,14
2170,2,59,93,1496,27370,14,2,34
2227,0,59,97,1477,150737,4,7,72
2990,0,58,98,596,232828,7,4,28
2750,0,33,98,1009,101707,0,63,37
2960,0,74,94,458,665746,7,37,89
1294,2,64,89,793,70540,0,47,5
2567,2,45,92,1477,15252,7,3,5
2068,2,51,96,802,37759,4,112,23
1427,2,58,98,1361,25867,2,34,34
1526,2,58,96,1556,4629,14,2,3
191,2,90,88,131,11594,0,12,30
1674,2,17,97,497,89050,5,26,31
943,2,86,98,1477,175838,11,9,5
670,2,72,95,1477,6417,71,0,12
69,2,59,98,1406,53251,0,0,55
266,2,50,79,630,33193,20,50,28
773,0,84,98,668,361594,19,204,249
937,0,90,88,996,30434,0,14,13
3615,2,2,95,1556,2637,10,3,2
2328,2,65,97,756,55067,43,66,287
938,2,2,97,1477,53644,22,7,40
1647,2,2,98,1477,22066,1,0,53
807,0,74,98,1234,472995,288,1947,1517
2789,2,37,98,1191,66269,9,86,171
2266,2,17,96,904,27878,0,22,5
2070,0,53,99,1385,101617,12,53,358
2730,0,16,86,505,165237,99,1544,1146
1434,2,58,98,1385,37681,0,20,42
3043,2,21,26,73,28631,22,240,35
2603,0,17,97,1359,1819195,3,19,64
2584,0,42,96,829,79461,0,15,19
976,0,89,96,1199,297153,24,158,216
1398,2,13,98,859,25228,4,81,15
1389,0,17,92,1173,887439,31,121,336
1263,2,83,35,1308,47598,168,1146,58
3022,0,84,72,240,62868,94,753,71
1065,2,64,65,133,3751,3,3,10
719,1,46,106,266,4991,17,78,6
707,2,39,1,1385,6875,2,32,10
2396,2,89,97,1477,14630,57,14,13
3136,2,55,46,1235,7804,6,41,6
2672,1,76,106,264,14640,4,13,20
1985,0,59,98,1361,140745,3,55,42
2727,0,59,91,208,65005,20,0,48
668,0,58,97,1361,785923,0,45,11
500,0,22,94,183,89987,18,48,59
648,0,18,92,44,187684,3,91,87
708,2,76,106,44,27503,0,120,12
1510,2,58,96,1556,6444,22,15,2
2247,2,5,91,693,48424,66,328,20
1177,0,84,75,900,386307,188,6747,806
929,2,58,98,1385,36496,0,18,19
3181,0,59,106,1385,67974,10,1,35
3173,0,18,93,1249,717640,23,210,281
1059,2,84,88,228,29950,10,28,51
2819,0,37,86,1444,443665,114,619,258
817,2,27,97,1009,236936,2,1,15
3202,0,89,96,1477,77812,32,81,41
1323,2,65,95,1477,13506,130,4,5
1304,0,86,98,1477,893564,9,38,135
2005,0,45,98,332,68879,8,58,29
2767,2,72,92,1556,8670,36,2,1
1934,2,16,25,1414,15796,5,169,11
1370,0,4,97,1009,2395842,28,712,393
1617,0,33,97,44,151880,0,216,41
882,2,69,91,328,43472,1,14,3
2042,0,61,97,1350,722995,2,237,44
2029,0,47,97,1009,466763,2,115,47
377,2,84,82,678,5041,9,2,4
692,0,17,92,1477,419886,8,80,131
2426,2,8,106,1385,37813,9,19,43
1042,2,33,97,1385,8328,0,34,7
3644,0,61,87,639,143549,8,197,30
3168,2,40,89,1512,14440,2,7,9
583,2,33,81,1506,77758,0,196,26
3551,2,8,87,1428,15969,67,59,25
2628,0,16,95,245,85348,23,394,135
767,2,58,96,1556,41252,14,5,2
613,2,33,96,431,21122,3,19,13
3198,0,5,88,863,76515,29,250,20
3444,0,27,89,440,372129,14,85,17
3227,0,16,72,782,194771,159,1125,63
1011,2,69,95,44,64695,0,25,16
1108,0,18,96,830,268743,13,99,22
3520,0,13,72,498,275603,96,1153,226
2304,2,72,93,1556,42258,47,21,27
2277,0,2,96,1477,2135103,43,165,116
384,0,47,96,1009,276495,3,63,31
2063,2,42,94,803,63778,0,16,14
3734,0,17,72,1285,157314,1,22,26
2374,2,7,9,1385,32236,38,138,19
3104,2,12,94,1566,16044,2,589,7
2414,2,47,96,1009,18047,0,14,10
2805,2,58,95,1556,19290,21,1,17
1995,2,2,95,655,7464,0,3,9
2626,0,18,95,1477,301655,4,19,41
783,0,18,95,1477,45301,0,14,40
2674,0,33,90,827,94525,1,45,37
777,0,79,89,717,197756,12,12,48
2979,0,33,95,44,94181,1,101,50
887,0,69,95,1108,2187837,16,721,104
2618,0,69,89,44,1742472,233,28911,436
3015,0,47,93,801,292467,0,66,31
2463,0,33,95,44,43764,0,44,23
1072,0,16,84,246,427090,44,1107,298
424,0,21,29,308,264514,186,1066,129
3028,0,47,95,44,1810926,20,265,62
1665,0,75,95,44,436672,3,73,37
2841,0,72,93,1477,35998,28,3,21
3225,0,37,88,1448,449175,52,151,99
2981,0,4,94,1477,129801,14,14,44
2044,0,18,95,44,9095857,21,518,142
682,2,5,60,701,28075,68,25,20
172,0,59,93,1477,82585,9,1,31
1991,2,33,31,740,108328,1,99,59
1316,0,45,94,438,228961,0,26,50
1017,2,18,92,4,102396,9,22,55
1958,0,59,94,431,291906,9,129,73
1516,0,64,72,1493,263728,2,42,41
1631,0,3,94,8,101612,10,222,38
1572,0,17,78,1303,195546,2,134,21
2139,0,4,91,44,152127,0,62,22
1250,0,76,86,41,259253,0,172,57
568,0,74,93,44,356411,6,77,55
652,0,33,91,431,130385,0,172,35
203,0,17,90,1375,95854,6,113,116
3674,0,87,87,1108,1479086,6,204,86
3090,0,61,93,1371,811797,4,225,84
2412,0,47,94,1563,416158,2,218,51
1245,1,61,103,370,8,0,0,0
2238,2,61,103,900,406,0,18,2
3014,2,33,102,512,1007,0,12,3
697,2,84,90,1093,1679,0,6,7
2550,2,75,103,1361,504,0,12,1
1431,2,33,93,165,105,0,0,0
3466,2,41,96,239,3764,0,0,18
3021,2,74,106,1385,6398,0,2,15
1810,2,33,102,1477,2275,1,14,1
402,2,75,102,1361,2387,0,11,2
597,2,17,102,1477,2916,0,9,1
1418,2,69,101,1529,89,0,0,0
2673,2,84,100,993,731,0,0,6
2791,2,18,103,1477,4121,0,9,35
1209,2,41,97,1190,4776,0,0,7
685,2,0,98,1382,2069,0,2,17
423,2,75,103,1361,3459,1,9,8
1478,2,55,88,92,1807,7,8,23
2003,2,74,106,1385,6906,0,24,40
2302,2,74,101,44,24836,2,17,83
1699,2,48,83,1382,5662,1,4,4
2589,2,8,99,1350,30773,0,26,163
1532,2,75,103,1009,2844,0,11,2
3478,2,17,103,1361,8172,1,14,48
926,2,5,58,515,2850,1,3,16
2372,2,17,106,1385,8576,4,5,66
737,2,18,103,431,23080,0,10,63
209,2,74,102,1361,18343,0,13,16
557,2,20,91,1382,134,0,0,0
3606,2,33,81,954,4140,0,16,3
3424,2,41,101,91,19306,0,1,28
323,2,47,100,801,4665,0,13,6
1203,2,58,102,1350,17214,0,12,17
3641,2,17,101,411,19134,1,12,16
3396,2,61,103,1361,8626,0,15,15
2061,2,83,103,523,6063,2,6,21
1880,2,33,102,1477,13357,1,16,8
2030,2,18,101,1066,17394,3,5,7
3226,2,47,102,58,12796,0,11,6
766,2,47,102,431,8128,0,16,22
608,2,33,103,1009,7193,1,15,13
1908,2,22,93,731,365,3,16,0
1355,2,88,93,408,3697,1,0,11
1437,2,47,102,1009,46786,0,18,15
3095,2,8,79,233,1063,0,5,0
2050,2,17,102,1068,284,0,0,4
3231,2,58,102,1350,7007,0,0,21
1920,2,86,102,1477,391874,14,175,188
2615,2,65,102,846,7461,1,4,83
592,2,18,102,1361,26555,0,25,14
2038,2,33,102,1350,37469,1,50,13
2929,2,39,106,1385,943,0,2,11
1313,2,33,100,166,3754,0,17,12
1770,2,64,102,673,3246,0,11,6
3007,2,47,102,881,42434,1,14,18
84,2,44,102,596,26300,1,14,7
2904,2,17,102,1361,166059,57,10,31
3230,2,33,102,1009,185,0,0,0
903,2,64,84,322,5068,4,0,0
2307,2,17,102,1202,178,0,0,0
37,2,17,97,1009,8498,0,2,2
1487,2,5,97,553,17878,4,82,128
1994,2,33,102,1361,14224,0,13,9
1888,2,33,102,372,9198,0,12,18
1698,2,61,102,1361,10232,0,12,17
1179,2,33,101,1179,9650,0,17,24
2757,2,27,96,437,12837,1,18,6
1399,2,24,102,1477,6406,9,2,23
3664,2,17,81,1279,2972,0,7,1
567,2,37,102,877,17221,2,9,27
1299,2,84,102,169,8842,4,8,16
1528,2,33,102,931,15713,0,33,45
2691,2,86,102,239,405,0,0,0
318,2,12,102,1350,42893,0,25,81
716,2,8,95,1383,1379,0,2,4
2264,2,18,101,903,10696,0,7,5
3458,2,84,102,1159,34632,15,7,46
3572,2,65,101,479,5668,0,1,8
3143,2,33,102,1009,9883,0,28,8
3184,2,17,102,1258,11433,1,15,8
254,2,75,102,431,21024,1,12,54
2096,2,48,97,91,2599,1,0,22
2075,2,33,106,1350,4563,0,32,3
3400,2,17,102,1350,18013,0,11,33
450,2,47,102,1143,288801,0,103,55
2076,2,17,100,1406,21738,0,5,5
2204,2,79,79,468,2331,0,0,10
2250,2,41,97,1383,177,0,0,0
1471,2,74,106,1385,16144,0,8,9
3698,2,82,86,1405,3976,0,1,23
2036,2,38,97,91,23965,0,3,46
1556,2,75,102,1361,10658,0,11,1
2421,2,69,101,1361,3619,0,10,7
1860,2,18,97,1361,6659,0,9,3
1342,2,61,102,1009,5415,0,14,3
3692,2,86,102,596,3900,0,8,7
988,2,33,102,1017,23859,0,22,46
3094,2,1,76,91,9530,1,4,14
3561,2,47,99,1009,13308,0,13,7
1296,2,33,102,431,12209,0,17,13
3540,2,6,96,913,2883,0,0,28
2355,2,12,98,507,1541,1,6,1
259,2,41,99,91,909,0,0,5
559,2,84,102,105,3008,0,0,22
2428,2,47,102,1361,4208,0,9,18
3517,2,2,106,1385,9325,1,14,19
3234,2,6,102,514,4706,0,2,19
125,2,44,102,596,3530,0,9,20
1215,2,17,96,1236,5896,0,13,19
2161,2,6,87,843,7641,1,3,6
3389,2,47,102,360,21590,1,14,62
1114,2,18,102,1477,11071,0,6,17
2766,2,14,35,1064,1730,3,10,17
3190,2,27,102,1539,159,0,0,0
1061,2,79,101,1028,228,0,0,1
2895,2,31,102,1538,134,0,0,0
3771,2,17,106,933,3110,0,4,9
1254,2,33,99,1477,17447,3,0,9
2793,2,61,106,1385,4679,0,16,35
1658,2,17,88,1354,12451,0,12,16
1616,2,75,102,1361,35656,1,19,9
1531,2,33,102,596,4730,3,0,11
3260,2,33,101,431,13393,0,15,37
689,2,17,100,1029,4583,0,11,8
2427,2,63,84,91,3122,0,2,7
2738,2,24,102,1361,6547,0,10,31
3760,2,89,95,1477,12119,14,3,30
3504,2,33,102,596,9311,0,12,1
3614,2,33,102,402,11702,0,12,15
487,2,44,96,215,6724,0,0,5
2056,2,65,102,799,146,0,0,0
2122,2,17,106,1406,18647,1,29,14
839,2,55,93,1060,1716,0,0,2
3271,1,17,102,1461,1319,5,9,4
2801,2,61,102,596,3021,0,12,3
826,2,61,102,1477,25869,1,47,41
1307,2,75,102,1361,2449,0,12,0
3777,2,4,101,293,18367,1,26,113
843,2,33,102,596,7879,0,23,8
1063,2,18,102,1361,513695,4,307,240
3653,2,33,95,193,13020,1,14,9
2191,2,47,101,1361,6735,2,16,4
1401,2,58,102,206,14582,1,24,28
3149,2,47,106,1385,20262,0,9,15
1197,2,74,88,1390,24240,0,17,5
814,2,50,102,147,5047,1,3,8
3617,2,33,101,1550,2571,0,16,5
3325,2,75,78,1446,1899,0,13,1
2847,2,47,102,313,19576,1,4,15
1106,2,33,102,596,12413,0,16,23
241,2,37,102,619,12892,0,20,54
177,2,17,100,916,6484,1,4,0
2048,2,50,101,1086,313,0,0,1
162,2,33,102,1009,5505,0,19,22
1387,2,75,102,1350,2663,0,6,4
662,2,13,102,1278,14283,0,7,31
3006,2,27,102,1561,1682,0,7,2
372,2,17,97,1571,6654,0,11,2
373,2,4,101,596,8891,0,14,22
1962,2,44,101,89,10577,0,9,44
2176,2,6,99,86,2420,3,0,5
3093,2,47,102,1361,12603,1,15,3
1332,2,86,102,1477,14195,0,2,18
3713,2,27,96,1361,16974,0,13,14
3640,2,72,106,1385,92705,7,28,25
815,2,83,83,1498,9260,0,0,20
2963,2,58,102,1136,3684,0,13,3
3590,2,17,101,44,1052,1,21,6
3203,2,61,102,1361,8912,0,12,8
3107,2,33,102,431,480152,0,37,22
3559,2,33,102,931,24399,0,11,19
1580,2,33,102,345,290916,8,299,344
2650,2,47,102,1361,3068,0,12,2
1899,2,8,101,814,9347,0,0,13
2524,2,33,100,46,324,0,0,0
1817,2,61,102,906,14270,0,24,5
1650,2,76,102,1361,10062,9,0,14
480,2,75,102,1361,56928,0,25,28
755,2,17,106,1385,1556,0,2,1
2547,2,82,95,578,1482,0,0,2
2402,2,72,106,441,89595,9,15,28
1298,2,17,102,1477,8515,0,10,5
2210,2,47,102,1361,15313,0,10,33
2573,2,72,102,1361,4188,2,0,0
1028,2,33,101,222,11123,0,17,29
3272,2,17,102,1461,7679,5,4,42
3357,2,49,95,719,4433,0,4,15
3624,2,37,95,1477,79751,11,32,55
2487,2,18,102,44,19622,3,68,20
577,2,60,102,596,11390,0,8,14
3213,2,18,94,1452,8096,1,21,30
2666,2,72,91,55,11490,12,0,25
1333,2,74,92,193,3796,1,12,6
1025,2,69,102,1333,9289,0,8,0
2974,2,18,84,1132,4608,0,0,5
1763,2,8,49,622,14142,0,20,13
2301,2,74,100,1385,29563,3,12,93
3111,2,61,102,53,25694,1,75,41
3221,2,33,96,1274,8598,0,13,3
2314,2,33,101,483,4098,0,13,6
3673,2,17,100,1486,10375,0,12,13
2444,2,47,102,1009,8964,0,13,9
1951,2,72,102,1009,2914,7,0,1
1116,2,17,101,727,20274,8,4,9
1989,2,33,102,1009,11757,0,14,11
2351,2,64,96,493,18053,0,12,9
992,2,47,102,1361,10196,0,12,24
3680,2,47,102,0,12902,0,10,15
3061,2,29,102,44,8303,0,3,34
2865,2,75,101,1350,5094,0,11,11
294,2,84,102,900,6915,0,12,6
2295,2,69,102,1537,3567,0,20,6
691,2,33,102,305,11655,0,19,39
2043,2,17,96,1361,8299,0,13,11
2058,2,58,102,1361,14111,1,13,53
2922,2,84,80,865,4388,12,43,12
2526,2,58,102,1361,5017,0,16,13
2765,2,63,102,408,1550,0,3,5
3340,2,47,102,1361,4178,1,13,32
2548,2,64,102,1170,4209,0,14,2
961,2,61,102,1009,45533,1,38,14
1630,2,32,101,1350,6382,1,14,15
2562,2,58,102,241,32368,0,10,33
999,2,58,102,1361,14774,0,13,38
2724,2,8,90,239,10590,0,19,39
2642,1,71,85,990,473,1,1,10
1928,2,72,93,1477,3517,8,0,5
1696,2,61,99,1009,372,0,14,1
2595,2,64,84,477,3546,2,4,4
1595,2,86,102,1477,11560,0,9,6
2018,2,18,102,1426,18869,1,10,7
1515,2,29,95,978,8116,0,2,7
1402,2,47,102,1361,9045,0,6,7
516,2,4,91,1167,15790,0,17,7
1383,2,6,102,1039,5073,0,0,5
1018,2,18,92,749,15526,0,13,10
3097,2,61,102,587,11363,0,14,1
2721,2,47,102,1540,9042,0,24,1
3599,2,86,102,1361,8579,0,8,1
2485,2,69,102,1361,14402,0,10,12
2334,2,17,99,1406,16343,0,11,7
355,2,5,45,961,282,0,2,0
596,1,72,101,33,754,1,1,8
1222,2,27,102,1361,5711,0,12,2
3072,2,17,98,1361,2528,0,11,2
3546,2,47,98,867,5684,0,12,1
3121,2,17,102,1350,7115,0,11,1
1687,2,58,102,611,10026,0,14,18
2760,2,48,74,1382,1026,1,3,6
3378,2,47,102,596,40634,0,21,21
3185,2,11,101,9,25204,0,23,113
1767,2,37,102,307,63305,0,18,61
3369,2,61,102,1361,30526,0,12,6
3814,2,17,102,1009,50109,0,2,25
1198,2,60,96,596,14963,2,16,9
10,2,25,102,1226,18865,0,4,143
1002,2,33,102,1385,10783,1,13,40
229,2,25,102,674,21884,0,20,87
3109,2,58,100,1350,3592,0,11,4
3461,2,74,94,1390,8903,0,8,8
1898,2,31,102,1356,25043,0,3,45
2130,2,58,102,1361,3797,0,12,6
862,2,63,102,1382,2647,0,2,43
717,2,47,102,1361,2777,0,15,6
923,2,76,102,1009,179310,0,13,87
506,2,23,102,947,10301,0,12,21
1942,2,33,102,633,1589,0,11,6
1988,2,6,102,1540,27914,3,20,55
2761,2,47,102,1361,10655,1,13,25
1275,2,11,102,1350,33968,0,14,41
3279,2,33,100,1361,4645,0,20,6
1620,2,33,102,596,6143,0,9,27
1931,2,74,94,1361,12744,0,13,3
326,2,18,75,1291,5030,3,0,54
2179,2,33,102,931,186584,3,91,158
543,2,17,91,205,9613,0,8,5
1566,2,17,102,1361,8654,0,15,26
1243,2,33,102,1009,11092,0,13,2
3339,2,33,102,1361,32850,0,16,75
1103,2,18,102,34,247,0,2,2
1287,2,25,102,1257,17065,0,5,94
3598,2,47,101,596,11178,0,15,15
631,2,17,100,1477,7639,8,0,2
1801,2,67,102,1361,11729,0,6,56
1826,2,58,102,1350,3988,0,8,10
1465,2,86,94,1477,12441,9,1,5
339,2,33,102,1009,5283,0,11,7
3457,2,84,101,1177,7733,1,7,29
2298,2,64,89,1295,5877,9,3,18
4,2,17,99,483,18175,0,17,60
1082,2,88,106,1385,18030,14,0,24
1973,2,74,97,1361,3151,0,13,4
2973,2,69,95,1135,9237,0,16,7
3580,2,47,101,431,27221,0,14,20
2884,2,33,97,484,13871,0,18,5
176,2,64,102,851,15466,0,6,6
1943,2,25,100,334,27948,0,19,216
1900,2,79,102,727,19981,12,2,5
1452,2,65,102,564,3255,0,4,8
720,2,61,102,331,7442,0,13,4
1479,2,74,102,1361,15634,0,14,5
3634,2,61,97,982,7691,3,14,14
1715,2,69,102,1009,51217,0,22,5
2425,2,48,106,593,5377,5,9,28
891,2,29,102,1361,50991,0,7,20
540,2,72,102,1477,6176,10,-4,12
3375,2,58,102,1361,19472,1,15,142
3433,2,18,102,378,22640,39,4,25
3483,2,72,91,151,4926,9,0,1
3575,2,33,98,1306,16526,0,8,14
3210,2,84,57,752,1673,0,3,3
2517,2,58,102,1361,8393,0,11,33
2047,2,47,102,1361,7704,0,13,32
3426,2,47,102,210,21920,0,20,6
2305,2,79,96,1477,17417,9,8,11
1379,2,17,102,1361,231028,0,84,100
987,2,14,63,883,4173,0,2,42
3633,2,69,97,1247,11811,0,13,5
302,2,32,102,113,9832,2,0,36
2408,2,22,69,654,13103,1,6,55
81,2,44,102,214,3424,0,0,8
2353,2,11,0,917,743,0,13,8
654,1,72,102,1477,305,0,0,0
3046,2,47,97,853,2499,1,19,18
2731,2,18,71,900,14099,0,0,46
1533,2,17,97,1477,35617,9,36,20
2244,2,33,101,609,5292,0,12,5
2925,2,74,106,1385,121856,4,9,132
30,2,33,102,1385,93098,91,71,79
1583,2,33,101,431,8412,1,17,3
19,2,17,102,1009,11429,0,4,10
770,2,12,99,1350,25041,0,15,19
365,2,27,102,1508,17848,0,5,31
1459,2,24,100,54,9174,1,2,63
3251,2,27,101,522,5735,0,2,15
969,2,2,106,1385,11591,10,5,20
638,2,33,96,1490,3721,0,13,9
1695,2,33,98,333,14166,0,19,18
484,2,33,102,1361,5644,0,13,3
1019,2,18,106,1385,16238,1,10,24
3445,2,58,102,1350,1749,0,8,1
3605,2,75,94,305,2405,0,11,0
17,2,17,3,186,3945,0,3,0
2549,2,33,98,411,3779,0,10,5
315,2,45,102,1361,21917,0,15,69
2717,2,32,102,1361,792,0,0,0
2800,2,72,102,1361,7726,15,1,4
1353,2,58,98,1350,9769,3,11,24
1052,2,45,102,596,32195,0,4,3
712,2,16,92,245,339,0,0,1
2433,2,27,98,1361,50247,0,11,27
698,2,58,102,431,15560,0,14,6
1394,2,36,101,120,23792,0,3,115
1980,2,5,98,80,18390,7,165,51
724,2,18,102,1361,10228,0,8,16
2109,2,17,101,1361,15835,0,14,15
3287,2,58,102,1361,4999,0,10,0
97,2,44,102,1385,12843,9,0,12
3254,2,58,102,1350,54672,0,21,17
1327,2,18,102,1385,76884,12,24,15
3677,2,58,102,1455,3025,0,11,8
3595,2,75,101,1361,908,0,11,1
2158,2,82,97,288,40428,10,25,29
88,2,44,102,1361,2307,0,8,3
345,2,33,102,594,9033,0,19,42
3700,2,84,95,817,15376,0,0,44
763,2,33,99,529,17229,0,33,9
617,2,2,102,1361,9227,0,3,66
798,2,58,106,544,8442,0,12,3
1422,2,79,99,1477,7279,7,0,6
2496,2,47,102,1361,3717,0,12,5
3522,2,58,100,1350,24843,0,10,25
3116,2,33,106,130,10348,1,16,19
2621,2,32,101,1523,426,0,17,0
3533,2,17,102,1130,5203,2,15,13
2174,2,86,65,248,2956,8,2,7
1366,2,33,106,1385,35422,0,24,19
1837,2,18,79,1109,13597,0,0,20
221,2,47,100,317,31014,1,7,16
1469,2,72,99,1118,5000,10,0,3
1281,2,86,102,149,2938,4,1,6
2876,2,58,102,1009,12255,0,13,8
3665,2,58,102,1361,7564,0,13,36
1396,2,29,85,173,14463,0,5,21
1679,2,72,101,1477,9706,6,0,15
185,2,69,100,44,105652,0,175,95
3646,2,72,91,900,3998,0,0,9
1956,2,18,102,1361,14366,0,11,36
1838,2,72,102,1477,56612,14,0,8
1949,2,17,94,1361,3710,0,12,2
